ID,flock_number,birth_year,palpation_before,body_development,CUT_before,DIB_placement,DIB_extraction,reproduction_type,reproduction_execution,palpation_after,CUT_after,reproduction_released,brood_sex,DIB_placement_count,DIB_extraction_count,success_insemination_count,fail_insemination_count,success_natural_count,fail_natural_count,pregnant_after_insemination_count,empty_after_insemination_count,pregnant_after_natural_count,empty_after_natural_count
168,8387,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,12/10/2015,M,0,0,0,0,0,0,0,0,0,0
169,912,2011,Vacia,NULL,NULL,11/12/2014,NULL,Natural,01/12/2014,Preñada,NULL,22/10/2015,M,0,0,0,0,0,0,0,0,0,0
170,2369,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
171,5133,2005,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
172,6701,2006,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,10/10/2015,M,0,0,0,0,0,0,0,0,0,0
173,7086,2007,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,05/10/2015,M,0,0,0,0,0,0,0,0,0,0
174,7283,2007,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,06/10/2015,H,0,0,0,0,0,0,0,0,0,0
175,8338,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,21/10/2015,H,0,0,0,0,0,0,0,0,0,0
176,8369,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,22/09/2015,M,0,0,0,0,0,0,0,0,0,0
177,8445,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,25/09/2015,H,0,0,0,0,0,0,0,0,0,0
178,8147,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,21/10/2015,M,0,0,0,0,0,0,0,0,0,0
179,8151,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
180,8377,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,09/11/2015,H,0,0,0,0,0,0,0,0,0,0
181,8389,2008,Vacia,NULL,NULL,11/12/2014,NULL,Inseminacion,20/12/2014,Preñada,NULL,06/10/2015,H,0,0,0,0,0,0,0,0,0,0
182,8625,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,07/10/2015,H,0,0,0,0,0,0,0,0,0,0
183,8043,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,24/10/2015,H,0,0,0,0,0,0,0,0,0,0
184,48,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
185,6169,2006,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,06/10/2015,M,0,0,0,0,0,0,0,0,0,0
186,7025,2007,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,14/10/2015,M,0,0,0,0,0,0,0,0,0,0
187,7245,2007,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
188,8016,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
189,8039,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
190,8129,2008,Sin Tacto,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,08/11/2015,M,0,0,0,0,0,0,0,0,0,0
191,8406,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,13/10/2015,M,0,0,0,0,0,0,0,0,0,0
192,8438,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,24/10/2015,H,0,0,0,0,0,0,0,0,0,0
193,8448,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
194,8598,2008,Sin Tacto,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
195,88,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,06/10/2015,M,0,0,0,0,0,0,0,0,0,0
196,261,2010,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,28/09/2015,M,0,0,0,0,0,0,0,0,0,0
197,2070,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,25/09/2015,M,0,0,0,0,0,0,0,0,0,0
198,2099,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,05/10/2015,M,0,0,0,0,0,0,0,0,0,0
199,2373,2012,Vacia,3,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
200,6296,2006,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,25/09/2015,M,0,0,0,0,0,0,0,0,0,0
201,8110,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,02/11/2015,H,0,0,0,0,0,0,0,0,0,0
202,9076,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,07/10/2015,H,0,0,0,0,0,0,0,0,0,0
203,9303,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,28/09/2015,H,0,0,0,0,0,0,0,0,0,0
204,82250,2008,Sin Tacto,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,19/10/2015,M,0,0,0,0,0,0,0,0,0,0
205,17,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
206,73,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
207,101,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,16/10/2015,H,0,0,0,0,0,0,0,0,0,0
208,140,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,11/10/2015,M,0,0,0,0,0,0,0,0,0,0
209,151,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
210,170,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,03/10/2015,M,0,0,0,0,0,0,0,0,0,0
211,207,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,30/09/2015,H,0,0,0,0,0,0,0,0,0,0
212,217,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,27/09/2015,M,0,0,0,0,0,0,0,0,0,0
213,220,2010,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,30/09/2015,M,0,0,0,0,0,0,0,0,0,0
214,231,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,19/10/2015,M,0,0,0,0,0,0,0,0,0,0
215,243,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
216,247,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,18/10/2015,H,0,0,0,0,0,0,0,0,0,0
218,265,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,13/10/2015,H,0,0,0,0,0,0,0,0,0,0
219,277,2010,Sin Tacto,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,01/10/2015,H,0,0,0,0,0,0,0,0,0,0
220,278,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
221,285,2010,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,07/10/2015,H,0,0,0,0,0,0,0,0,0,0
222,312,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
223,500,2011,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,31/10/2015,H,0,0,0,0,0,0,0,0,0,0
224,1003,2011,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
225,1013,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
226,1016,2011,Vacia,NULL,NULL,11/12/2014,NULL,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
227,1022,2011,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,29/10/2015,M,0,0,0,0,0,0,0,0,0,0
228,1036,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
229,1057,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
230,1060,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
231,2100,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
232,2137,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,25/09/2015,H,0,0,0,0,0,0,0,0,0,0
233,2144,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
234,2155,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,01/10/2015,M,0,0,0,0,0,0,0,0,0,0
235,2162,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
236,2172,2012,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,12/10/2015,H,0,0,0,0,0,0,0,0,0,0
237,2232,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,27/10/2015,M,0,0,0,0,0,0,0,0,0,0
238,2250,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,01/10/2015,H,0,0,0,0,0,0,0,0,0,0
239,2306,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,01/10/2015,M,0,0,0,0,0,0,0,0,0,0
240,2308,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,03/10/2015,M,0,0,0,0,0,0,0,0,0,0
241,2328,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
242,2337,2012,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,24/09/2015,H,0,0,0,0,0,0,0,0,0,0
243,2363,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
244,2367,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
245,2380,2012,Vacia,2,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
246,2749,2012,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,28/09/2015,H,0,0,0,0,0,0,0,0,0,0
247,2910,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
248,7085,2007,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
249,8341,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,09/10/2015,M,0,0,0,0,0,0,0,0,0,0
250,8362,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,12/10/2015,H,0,0,0,0,0,0,0,0,0,0
251,8420,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
252,8482,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,20/10/2015,M,0,0,0,0,0,0,0,0,0,0
253,8524,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,04/10/2015,H,0,0,0,0,0,0,0,0,0,0
254,8527,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
255,8531,2008,Vacia,1,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,23/10/2015,M,0,0,0,0,0,0,0,0,0,0
256,8556,2008,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,20/09/2015,H,0,0,0,0,0,0,0,0,0,0
257,9015,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
258,9049,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
259,9052,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
260,9087,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,26/09/2015,H,0,0,0,0,0,0,0,0,0,0
261,9106,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,29/09/2015,M,0,0,0,0,0,0,0,0,0,0
262,9127,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
263,9143,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,22/09/2015,M,0,0,0,0,0,0,0,0,0,0
264,9213,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,19/10/2015,M,0,0,0,0,0,0,0,0,0,0
265,9249,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
266,9273,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/12/2014,Preñada,NULL,17/10/2015,H,0,0,0,0,0,0,0,0,0,0
267,9342,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
268,9370,2009,Vacia,NULL,NULL,11/12/2014,18/12/2014,Inseminacion,20/12/2014,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
269,9400,2009,Vacia,NULL,NULL,11/12/2014,NULL,Inseminacion,20/12/2014,Preñada,NULL,30/09/2015,H,0,0,0,0,0,0,0,0,0,0
270,54,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,25/01/2016,H,0,0,0,0,0,0,0,0,0,0
271,182,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
272,211,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
273,237,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Preñada,NULL,17/03/2016,H,0,0,0,0,0,0,0,0,0,0
274,260,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
275,310,2011,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
276,320,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
277,324,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
278,886,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,0,0,0,0,0
279,953,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,0,1
280,1001,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
281,2234,2012,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
282,2324,2012,Sin Tacto,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
283,2338,2012,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,22/02/2016,H,1,1,0,1,0,0,0,1,0,0
284,2347,2012,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
285,2359,2012,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
286,5041,2005,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
287,5056,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
288,5175,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
289,5212,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
290,5232,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,06/02/2016,H,0,0,0,0,0,0,0,0,0,0
291,5356,2005,Preñada,NULL,NULL,NULL,NULL,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,1,0,0,0
292,5430,2005,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,0,1
293,5459,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,04/02/2016,M,0,0,0,0,0,0,0,0,0,0
294,5562,2005,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,0,1
295,5609,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
296,5711,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,0,0,0,0,0
297,6019,2006,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
298,6180,2006,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
299,7100,2007,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,1,1,0,1,0,0,0,1,0,0
300,7124,2007,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
301,7128,2007,Vacia,NULL,NULL,NULL,NULL,Natural,20/06/2015,Preñada,NULL,23/03/2016,M,0,0,0,0,0,1,0,0,0,1
302,7447,2007,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
303,8211,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
304,8225,2008,Preñada,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,2,2,1,1,0,0,1,1,0,0
305,8251,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
306,8324,2008,Vacia,NULL,NULL,15/04/2015,NULL,NULL,NULL,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
307,8411,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
308,8452,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
309,8511,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
310,8523,2008,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
311,8608,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
312,9095,2009,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,CUT,NULL,NULL,0,0,0,0,0,0,0,0,0,0
313,9178,2009,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,06/02/2016,M,0,0,0,0,0,0,0,0,0,0
314,9311,2009,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,24/02/2016,M,0,0,0,0,0,0,0,0,0,0
315,68013,2009,Sin Tacto,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
316,9011,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Preñada,CUT,02/03/2016,H,0,0,0,0,0,0,0,0,0,0
317,332,2011,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
318,8124,2008,Preñada,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,1,1,1,0,0,0,1,0,0,0
319,18,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,15/02/2016,H,0,0,0,0,0,0,0,0,0,0
320,203,2010,Vacia,NULL,NULL,15/04/2015,NULL,Natural,01/06/2015,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
321,284,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
322,1064,2011,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
323,5016,2005,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
324,8276,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,29/02/2016,M,0,0,0,0,0,0,0,0,0,0
325,8583,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
326,8688,2008,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
327,9031,2009,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,1,0,0,1,0,0,0,1,0,0
328,81,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
329,221,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
330,296,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/06/2015,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
331,399,2010,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,14/02/2016,M,0,0,0,0,0,0,0,0,0,0
332,1035,2011,Vacia,NULL,NULL,15/04/2015,22/04/2015,Inseminacion,24/04/2015,Preñada,NULL,13/02/2016,M,0,0,0,0,0,0,0,0,0,0
333,2119,2012,Vacia,NULL,NULL,15/04/2015,NULL,NULL,NULL,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
