ID,flock_number,birth_year,palpation_before,body_development,CUT_before,DIB_placement,DIB_extraction,reproduction_type,reproduction_execution,palpation_after,CUT_after,reproduction_released,brood_sex,DIB_placement_count,DIB_extraction_count,success_insemination_count,fail_insemination_count,success_natural_count,fail_natural_count,pregnant_after_insemination_count,empty_after_insemination_count,pregnant_after_natural_count,empty_after_natural_count
1229,8295,2008,Vacia,NULL,NULL,NULL,NULL,Natural,29/10/2019,preñada,CUT,25/07/2020,H,2,2,1,1,0,0,1,1,0,0
1230,9054,2009,Vacia,NULL,NULL,NULL,NULL,Natural,30/10/2019,preñada,NULL,26/07/2020,M,1,1,0,1,1,1,1,0,1,1
1231,18,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,NULL,NULL,1,1,1,0,2,1,1,0,2,1
1232,6075,2016,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1233,290,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,NULL,NULL,0,0,0,0,2,1,0,0,2,1
1234,2051,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,NULL,NULL,1,1,1,0,2,1,1,0,2,1
1235,4199,2015,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,NULL,NULL,1,1,0,1,0,0,0,1,0,0
1236,5097,2015,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,NULL,NULL,2,2,1,1,0,0,1,1,0,0
1237,6062,2016,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1238,8276,2008,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,NULL,NULL,4,4,2,2,0,1,2,2,0,1
1239,296,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,NULL,NULL,NULL,2,2,1,1,0,4,1,1,0,4
1240,5095,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,Vacia,NULL,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1241,6080,2016,Vacia,NULL,NULL,22/08/2019,30/08/2019,NULL,NULL,Vacia,NULL,NULL,NULL,1,1,0,0,0,0,0,0,0,0
1242,7025,2017,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,NULL,NULL,NULL,3,3,2,1,0,1,2,1,0,1
1243,9118,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,Vacia,NULL,NULL,NULL,0,0,0,1,1,2,0,1,2,1
1244,6050,2016,Sin Tacto,NULL,NULL,NULL,NULL,Inseminacion,01/09/2019,Vacia,NULL,NULL,NULL,1,1,1,0,0,0,1,0,0,0
1245,7056,2017,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1246,7059,2017,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1247,273,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,Vacia,CUT,NULL,NULL,4,4,1,3,1,0,1,3,1,0
1248,4030,2014,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,Vacia,CUT,NULL,NULL,3,3,1,2,0,0,1,2,0,0
1249,5084,2015,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1250,5103,2015,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1251,5124,2015,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,CUT,NULL,NULL,1,1,1,0,0,1,1,0,0,1
1252,6003,2016,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,27/06/2020,NULL,1,1,0,1,0,0,0,1,0,0
1253,7017,2017,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,Vacia,CUT,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1254,9294,2009,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,vacia,CUT,NULL,NULL,4,4,3,1,0,2,3,1,0,2
1255,8110,2008,Sin Tacto,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,vacia,CUT,NULL,NULL,2,2,1,1,2,1,1,0,2,1
1256,45,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,15/06/2020,M,0,0,0,0,1,1,0,0,1,1
1257,73,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,29/06/2020,M,3,3,1,2,0,0,2,1,0,0
1258,98,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/07/2020,H,3,3,1,2,1,0,1,2,1,0
1259,117,2010,Vacia,NULL,NULL,NULL,NULL,Natural,14/10/2019,preñada,NULL,10/07/2020,M,3,3,1,2,0,2,3,0,0,2
1260,122,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,28/05/2020,M,2,2,0,2,1,1,1,1,1,1
1261,125,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,No Paso,NULL,NULL,NULL,2,2,1,1,3,0,1,1,3,0
1262,165,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,07/06/2020,M,1,1,0,1,3,0,0,1,2,1
1263,195,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,12/06/2020,M,0,0,0,0,2,1,0,0,2,1
1264,207,2010,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,22/06/2020,H,4,4,3,1,0,2,3,1,0,2
1265,217,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,vacia,NULL,NULL,NULL,1,1,2,0,2,1,1,1,2,1
1266,250,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,Vacia,NULL,NULL,NULL,0,0,0,0,0,2,0,0,1,1
1267,278,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,01/06/2020,M,3,3,2,1,0,3,3,0,0,3
1268,318,2010,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,06/07/2020,M,4,4,2,2,0,2,2,2,1,1
1269,1013,2011,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,03/06/2020,M,3,3,2,2,0,1,2,2,0,1
1270,2087,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,08/06/2020,H,4,3,2,2,0,2,2,2,0,2
1271,2126,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,05/06/2020,H,0,0,0,0,2,1,0,0,2,1
1272,2143,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,11/06/2020,H,2,2,1,1,0,2,1,1,0,2
1273,2155,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,04/07/2020,H,2,2,2,0,0,1,2,0,0,1
1274,2172,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,07/07/2020,H,1,1,1,0,2,1,1,0,2,1
1275,2243,2012,Vacia,NULL,NULL,NULL,NULL,Natural,01/10/2019,preñada,NULL,27/06/2020,H,3,3,2,1,0,0,2,1,0,0
1276,2278,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,07/06/2020,H,2,1,1,1,1,0,1,1,1,0
1277,2283,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,vacia,CUT,NULL,NULL,3,3,0,3,1,0,2,1,1,0
1278,2300,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,04/06/2020,H,0,0,0,0,2,1,0,0,2,1
1279,2306,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,02/06/2020,M,5,5,3,2,0,2,3,2,0,2
1280,2308,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,12/06/2020,H,1,1,1,0,1,1,1,0,1,1
1281,2327,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,05/06/2020,H,4,4,2,2,0,1,2,2,0,1
1282,2328,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/07/2020,M,4,3,1,2,0,2,2,1,0,2
1283,2337,2012,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,10/06/2020,M,3,3,2,1,0,0,2,1,0,0
1284,3147,2013,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,07/06/2020,M,4,4,2,2,0,2,2,2,0,2
1285,3397,2013,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,01/07/2020,M,2,2,1,1,0,3,1,1,1,2
1286,4009,2014,Vacia,NULL,NULL,NULL,NULL,Natural,21/09/2019,preñada,NULL,17/06/2020,H,1,1,1,0,0,1,1,0,0,1
1287,4064,2014,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,26/06/2020,M,3,3,1,2,0,0,2,1,0,0
1288,5019,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/06/2020,M,1,1,0,1,0,1,1,0,0,1
1289,5025,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,30/05/2020,H,0,0,0,0,1,1,0,0,1,1
1290,5052,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,05/06/2020,M,2,2,1,1,0,0,1,1,0,0
1291,5090,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,02/06/2020,M,1,1,0,1,0,0,0,1,0,0
1292,5093,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,06/06/2020,H,1,1,0,1,1,0,0,1,1,0
1293,5094,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/06/2020,M,1,1,0,1,0,0,0,1,0,0
1294,5112,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,05/06/2020,M,0,0,0,0,0,1,0,0,0,1
1295,5114,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/06/2020,H,1,1,1,0,0,1,1,0,0,1
1296,5118,2015,Vacia,NULL,NULL,NULL,NULL,Natural,04/10/2019,preñada,NULL,30/06/2020,H,0,0,0,0,0,1,0,0,0,1
1297,5120,2015,Vacia,NULL,NULL,NULL,NULL,Natural,06/10/2019,preñada,NULL,02/07/2020,H,1,1,0,1,0,0,0,1,0,0
1298,5131,2015,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,29/06/2020,M,1,1,1,0,0,3,1,0,0,3
1299,6024,2016,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,05/06/2020,H,1,1,1,0,0,3,1,0,0,3
1300,6047,2016,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,26/06/2020,M,1,1,0,1,0,0,0,1,0,0
1301,6056,2016,Vacia,NULL,NULL,NULL,NULL,Natural,22/09/2019,preñada,NULL,18/06/2020,H,0,0,0,0,0,1,0,0,0,1
1302,6060,2016,Vacia,NULL,NULL,NULL,NULL,Natural,02/10/2019,preñada,NULL,28/06/2020,H,1,1,0,1,0,0,0,1,0,0
1303,6078,2016,Vacia,NULL,NULL,NULL,NULL,Natural,04/10/2019,preñada,NULL,30/06/2020,M,0,0,0,0,0,1,0,0,0,1
1304,6084,2016,Vacia,NULL,NULL,NULL,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,28/05/2020,H,0,0,0,0,0,0,0,0,0,0
1305,7085,2007,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,03/06/2020,M,2,2,0,2,0,2,2,0,0,2
1306,8482,2008,Vacia,NULL,NULL,NULL,NULL,Natural,25/09/2019,preñada,CUT,21/06/2020,M,4,4,3,1,0,1,3,1,0,1
1307,8527,2008,Vacia,NULL,NULL,NULL,NULL,Natural,20/09/2019,preñada,NULL,16/06/2020,H,3,3,1,2,0,0,2,1,0,0
1308,9049,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,08/06/2020,M,4,4,2,2,0,1,2,2,0,1
1309,9052,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,30/06/2020,H,2,2,0,2,1,1,1,1,2,0
1310,9065,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,09/06/2020,H,1,1,1,0,2,0,1,0,2,0
1311,9119,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,26/06/2020,H,4,4,2,2,0,0,2,2,0,0
1312,9210,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,06/06/2020,H,1,1,1,0,2,1,1,0,2,1
1313,9338,2009,Vacia,NULL,NULL,NULL,NULL,Natural,04/10/2019,preñada,NULL,30/06/2020,H,0,0,0,0,2,1,0,0,2,1
1314,9342,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,04/06/2020,M,1,1,1,1,2,1,1,1,2,1
1315,9368,2009,Vacia,NULL,NULL,22/08/2019,30/08/2019,Inseminacion,01/09/2019,preñada,NULL,29/05/2020,H,1,1,1,0,2,1,1,0,2,1
1316,9065,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,05/03/2017,H,1,1,1,0,0,0,1,0,0,0
1317,9210,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,13/03/2017,H,1,1,1,0,0,0,1,0,0,0
1318,9213,2009,Vacia,2,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,13/03/2017,M,0,0,0,0,1,0,0,0,1,0
1319,9273,2009,Vacia,3,NULL,NULL,NULL,Natural,29/04/2016,Vacia,NULL,NULL,NULL,0,0,0,0,1,1,0,0,1,1
1320,9338,2009,Vacia,3,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,09/03/2017,M,0,0,0,0,0,0,0,0,0,0
1321,9342,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,03/03/2017,H,1,1,1,1,0,0,1,1,0,0
1322,9367,2009,Vacia,1,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,06/03/2017,NULL,0,0,0,0,0,0,0,0,0,0
1323,9368,2009,Sin Tacto,NULL,NULL,NULL,NULL,Natural,29/04/2016,Preñada,NULL,06/02/2017,H,1,1,1,0,0,0,1,0,0,0
1324,9370,2009,Vacia,2,NULL,NULL,NULL,Natural,29/04/2016,Vacia,NULL,NULL,NULL,1,1,0,1,0,0,1,0,0,0
1325,104,2010,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Vacia,cut,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1326,2402,2012,Vacia,2,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,26/09/2017,NULL,1,1,1,0,0,2,1,0,0,2
1327,4001,2014,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,NULL,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1328,4020,2014,Vacia,3,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1329,4029,2014,Vacia,2.5,NULL,NULL,NULL,Natural,01/11/2016,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1330,4035,2014,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,18/09/2017,M,0,0,0,0,0,0,0,0,0,0
1331,4107,2014,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1332,6024,2006,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,20/09/2017,M,0,0,0,0,0,2,0,0,0,2
1334,6123,2006,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,19/08/2017,M,1,1,1,0,0,2,1,0,0,2
1335,6254,2006,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Vacia,NULL,NULL,NULL,0,0,0,0,0,2,0,0,0,2
1336,6619,2006,Vacia,1.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,cut,NULL,NULL,0,0,0,0,0,2,0,0,0,2
1337,7034,2007,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,14/08/2017,M,0,0,0,0,1,2,0,0,1,2
1338,7057,2007,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,1,1,1,0,0,2,1,0,0,2
1339,7128,2007,Vacia,1.5,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,1,2,0,0,1,2
1340,7463,2007,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,22/08/2017,M,0,0,0,0,0,3,0,0,1,1
1341,8209,2008,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,19/08/2017,M,1,1,1,1,0,1,1,1,0,1
1343,8266,2008,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,NULL,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1344,8519,2008,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,1,0,0,0,1
1345,9043,2009,Vacia,3,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Vacia,cut,NULL,NULL,2,2,0,2,0,1,0,2,0,1
1346,9164,2009,Vacia,1.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,18/09/2017,NULL,0,0,0,0,0,0,0,0,0,0
1347,9238,2009,Vacia,2,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,2,0,0,0,2
1348,2200,2012,Vacia,2.5,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/08/2017,H,0,0,0,0,0,2,0,0,0,2
1349,4043,2014,Vacia,3,NULL,02/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,14/08/2017,H,0,0,0,0,0,0,0,0,0,0
1350,4122,2014,Vacia,3,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,02/10/2017,H,0,0,0,0,0,0,0,0,0,0
1352,3034,2013,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,21/09/2017,H,0,0,0,0,0,2,0,0,0,2
1353,4106,2014,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,15/08/2017,M,0,0,0,0,0,0,0,0,0,0
1354,2233,2012,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,20/09/2017,H,1,1,1,0,0,2,1,0,0,2
1355,203,2010,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,16/08/2017,M,1,0,0,0,0,2,0,0,1,1
1356,2297,2012,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/08/2017,H,0,0,0,0,0,2,0,0,0,2
1357,218,2010,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,28/09/2017,NULL,1,1,0,1,0,1,1,0,0,1
1358,1035,2011,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,26/08/2017,H,1,1,1,0,0,1,1,0,0,1
1359,2084,2012,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,05/10/2017,M,0,0,0,0,0,2,0,0,0,2
1360,2085,2012,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/09/2017,H,0,0,0,0,0,2,0,0,0,2
1361,2103,2012,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/08/2017,H,1,1,1,0,0,1,1,0,0,1
1362,2119,2012,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,18/09/2017,NULL,1,0,0,0,0,2,0,0,0,2
1363,2385,2012,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,12/09/2017,M,1,1,1,0,0,1,1,0,0,1
1364,3040,2013,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,28/08/2017,M,0,0,0,0,0,2,0,0,0,2
1365,3888,2013,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1366,4013,2014,Vacia,2.5,NULL,NULL,NULL,Natural,01/11/2016,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1367,4036,2014,Vacia,2.5,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,27/10/2017,M,0,0,0,0,0,0,0,0,0,0
1368,4055,2014,Vacia,3,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,24/09/2017,M,0,0,0,0,0,0,0,0,0,0
1369,4091,2014,Vacia,3,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,30/09/2017,M,0,0,0,0,0,0,0,0,0,0
1370,4104,2014,Vacia,2.5,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,22/09/2017,H,0,0,0,0,0,0,0,0,0,0
1371,4105,2014,Vacia,3,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,21/10/2017,H,0,0,0,0,0,0,0,0,0,0
1372,4140,2014,Vacia,2.5,NULL,NULL,NULL,Natural,01/11/2016,Preñada,NULL,08/11/2017,H,0,0,0,0,0,0,0,0,0,0
1373,7037,2007,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,12/08/2017,H,0,0,0,0,0,1,0,0,0,1
1374,204,2010,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,15/08/2017,H,0,0,0,0,0,1,0,0,0,1
1375,234,2010,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,22/08/2017,M,1,1,1,0,0,1,1,0,0,1
1376,293,2010,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,19/09/2017,M,2,2,0,2,0,2,2,0,0,2
1377,1011,2011,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,27/08/2017,M,2,2,0,2,0,1,1,1,0,1
1378,2120,2012,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,NULL,NULL,0,0,0,0,0,2,0,0,0,2
1379,2203,2012,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/08/2017,H,2,2,1,1,0,1,1,1,0,1
1380,2302,2012,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,20/08/2017,H,1,1,0,1,0,2,1,0,0,2
1381,2360,2012,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,14/08/2017,H,1,1,1,0,0,2,1,0,0,2
1382,9005,2009,Vacia,1.5,NULL,03/11/2016,NULL,Inseminacion,NULL,Vacia,NULL,NULL,NULL,1,1,0,0,0,0,0,0,0,0
1383,9593,2006,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,17/08/2017,H,0,0,0,0,0,2,0,0,0,2
1384,8081,2008,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,14/10/2017,M,0,0,0,0,1,1,0,0,1,1
1385,8364,2008,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,12/10/2017,M,0,0,0,0,0,2,0,0,1,1
1386,8423,2008,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,05/10/2017,H,1,1,1,0,0,1,1,0,0,1
1387,912,2011,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,14/08/2017,M,1,0,0,0,1,1,0,0,1,1
1388,2369,2012,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,21/08/2017,M,1,1,0,1,0,1,0,1,0,1
1389,3031,2013,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,20/08/2017,H,0,0,0,0,0,2,0,0,0,2
1390,6701,2006,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,15/09/2017,H,1,1,1,0,0,2,1,0,0,2
1391,8389,2008,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,18/08/2017,M,1,0,1,0,0,1,1,0,0,1
1392,8579,2008,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,22/08/2017,H,0,0,0,0,0,2,0,0,0,2
1393,4030,2014,Vacia,2.5,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Vacia,NULL,NULL,NULL,0,0,0,0,0,0,0,0,0,0
1394,9294,2009,Vacia,3,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,05/09/2017,H,1,1,1,0,0,1,1,0,0,1
1395,8057,2008,Vacia,2,NULL,03/11/2016,09/11/2016,Inseminacion,11/11/2016,Preñada,NULL,23/09/2017,M,1,1,1,0,0,1,1,0,0,1
